,MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,MasVnrArea,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,Fireplaces,GarageCars,WoodDeckSF,OpenPorchSF,SalePrice,IsRemodelled,BuiltOrRemodelAge,OldOrNewGarage,num_LotShape,num_ExterQual,num_BsmtQual,num_BsmtExposure,num_BsmtFinType1,num_HouseStyle,num_Fence,num_LotConfig,num_MasVnrType,num_SaleCondition,num_HeatingQC,num_KitchenQual,num_FireplaceQu,num_GarageFinish,num_BldgType,MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,Exterior2nd_AsphShn,Exterior2nd_Brk Cmn,Exterior2nd_BrkFace,Exterior2nd_CBlock,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_ImStucc,Exterior2nd_MetalSd,Exterior2nd_Other,Exterior2nd_Plywood,Exterior2nd_Stone,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_None,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,Exterior1st_AsphShn,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Stone,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing
1128,60,59.0,11796,7,5,0.0,0,847,847,847,1112,1959,0,2,1,4,1,2,100,48,12.278397958261774,1,2,1,2,4,4,3,1,4,0,5,0,1,5,4,4,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1129,90,60.0,7200,5,5,180.0,936,0,936,936,0,936,1,1,0,2,0,2,49,0,11.849404844423074,0,27,0,3,3,4,4,6,7,0,5,1,1,3,3,0,1,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1130,50,65.0,7804,4,3,0.0,622,500,1122,1328,653,1981,1,2,0,4,2,2,431,44,11.813037464800539,1,59,0,3,3,3,1,4,3,2,5,0,1,3,4,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1131,20,63.0,10712,5,5,0.0,212,762,974,974,0,974,0,1,0,3,0,0,0,28,11.445727410406752,1,15,0,3,3,4,2,4,1,2,5,0,0,3,3,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1132,70,90.0,9900,6,4,0.0,0,1008,1008,1178,1032,2210,0,2,0,5,0,1,0,48,11.674202123168433,1,57,0,3,3,3,2,1,4,0,5,0,1,3,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1133,60,80.0,9828,8,5,0.0,584,544,1128,1142,878,2020,0,2,1,3,1,2,0,155,12.386312871189734,0,14,0,2,4,4,1,6,4,0,5,0,1,5,4,3,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1134,60,57.0,8773,6,5,0.0,0,916,916,916,684,1600,0,2,1,3,1,2,100,38,12.037659911047468,0,10,0,2,3,4,3,1,4,0,5,0,1,4,3,3,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1135,30,60.0,6180,6,5,0.0,0,960,960,986,0,986,0,1,0,2,1,1,0,128,11.532737896139919,1,57,0,3,3,3,1,1,1,0,4,0,1,3,3,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1136,50,80.0,9600,6,5,0.0,280,752,1032,1032,220,1252,0,1,0,3,0,1,0,0,11.686887175419702,0,58,0,3,3,3,1,4,3,0,5,0,0,3,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1137,50,54.0,6342,5,8,0.0,0,780,780,780,240,1020,0,1,0,2,0,0,0,0,11.451060699493427,1,14,0,3,3,3,1,1,3,0,5,0,1,4,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1138,20,70.04995836802665,9819,6,5,0.0,1567,0,1567,1567,0,1567,1,2,0,2,2,2,264,32,12.185875040240456,0,32,0,2,3,3,4,5,1,0,5,0,1,3,4,3,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1139,30,98.0,8731,5,5,0.0,645,270,915,1167,0,1167,0,1,0,3,1,2,0,0,11.87757552297847,1,57,0,2,3,3,1,4,1,0,5,0,1,3,3,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1140,20,60.0,7350,5,7,0.0,852,100,952,952,0,952,1,1,0,2,0,2,0,0,11.842236406331555,0,57,0,3,3,3,2,5,1,0,4,0,0,3,3,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1141,60,70.04995836802665,10304,5,7,44.0,381,399,780,1088,780,1868,1,2,1,4,1,2,448,96,12.193498926601634,0,33,0,2,3,3,1,5,4,0,3,1,1,5,4,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1142,60,77.0,9965,8,5,340.0,1150,316,1466,1466,1362,2828,1,3,0,4,1,3,125,144,12.959540872420414,1,0,1,3,4,5,4,6,4,0,5,1,1,5,4,3,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1143,20,70.04995836802665,9000,5,3,0.0,288,718,1006,1006,0,1006,0,1,0,3,0,0,0,24,11.289794413577894,0,49,0,3,3,3,1,6,1,0,5,0,1,3,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1144,190,60.0,12180,4,4,0.0,348,324,672,672,252,924,1,1,0,2,0,1,0,0,11.289794413577894,1,60,0,3,3,4,1,4,3,2,5,0,1,2,2,0,1,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1145,50,52.0,6240,5,6,0.0,0,1042,1042,1042,534,1576,0,1,0,3,1,1,0,0,11.91170829631447,1,56,0,3,3,3,1,1,3,0,5,0,0,5,3,4,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1146,20,70.04995836802665,11200,6,5,85.0,1258,40,1298,1298,0,1298,1,2,0,3,1,2,165,26,12.100717685412471,0,21,0,3,4,4,1,6,1,0,5,1,1,3,4,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1147,70,75.0,12000,7,7,0.0,275,429,704,860,704,1564,0,1,1,3,1,1,0,0,12.069685751267224,1,59,0,3,3,3,1,3,4,0,5,0,1,5,2,4,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1148,50,70.04995836802665,5700,7,7,0.0,0,572,572,572,539,1111,0,1,0,2,1,1,0,0,11.669082701743504,1,58,0,3,3,3,1,1,3,0,5,0,1,3,3,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1149,70,50.0,9000,7,9,0.0,624,26,650,832,650,1482,0,1,0,3,0,2,0,0,11.870606902224587,1,21,0,3,3,3,1,5,4,0,5,0,1,5,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1150,20,57.0,8280,6,5,0.0,0,932,932,932,0,932,0,1,0,2,1,1,0,0,11.728044909070785,0,57,0,2,3,3,1,1,1,4,5,0,1,5,4,4,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1151,20,134.0,17755,5,4,132.0,176,1290,1466,1466,0,1466,0,1,1,3,2,2,0,140,11.917730355182513,0,47,0,3,3,3,1,4,1,0,5,1,1,3,2,4,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1152,20,90.0,14115,6,7,0.0,296,230,1073,1811,0,1811,0,1,0,2,1,2,0,0,12.345838935721968,1,2,0,2,3,3,1,5,1,0,5,0,0,5,5,4,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1153,30,70.04995836802665,5890,6,8,0.0,538,278,816,816,0,816,0,1,0,2,0,1,0,0,11.699413330633599,1,1,1,3,4,3,3,5,1,0,4,0,1,5,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1154,60,70.04995836802665,13700,7,6,288.0,454,410,864,902,918,1820,0,1,2,4,2,2,60,84,12.215037342290755,1,20,0,2,3,3,4,5,4,4,5,1,1,3,4,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1155,20,90.0,10768,5,8,0.0,1157,280,1437,1437,0,1437,1,2,0,3,1,2,0,21,12.292254928916668,1,3,0,2,4,4,4,5,1,0,4,0,1,3,4,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1156,80,85.0,9350,5,8,0.0,633,586,1219,1265,0,1265,0,2,0,3,1,2,0,92,12.100161978566867,1,9,0,3,3,3,4,5,8,2,5,0,1,4,4,4,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1157,120,34.0,5001,7,5,166.0,904,410,1314,1314,0,1314,1,2,0,2,1,2,172,62,12.345838935721968,1,1,1,2,4,4,1,6,1,0,5,1,1,5,4,4,2,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1158,20,92.0,11932,8,5,186.0,0,1580,1580,1580,0,1580,0,2,0,3,0,3,0,24,12.367889578686164,1,0,1,3,4,4,1,1,1,0,2,1,1,5,4,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1159,60,76.0,9120,6,6,270.0,442,459,901,943,933,1876,0,2,1,4,1,2,0,69,12.128116509451258,0,34,0,3,4,3,1,5,4,0,5,1,1,3,4,3,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1160,160,24.0,2280,6,5,0.0,311,544,855,855,601,1456,0,2,1,3,1,2,26,0,11.891368749982085,0,32,0,3,3,4,1,5,4,0,5,0,1,2,3,3,1,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1161,20,70.04995836802665,14778,6,7,72.0,728,568,1296,1640,0,1640,1,1,0,3,1,2,108,0,12.319405795112926,1,2,0,2,4,3,1,4,1,0,3,1,1,5,4,4,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1162,20,109.0,8724,5,5,0.0,492,402,894,894,0,894,0,1,0,3,1,2,0,0,11.767575435251748,0,39,0,3,3,4,1,4,1,0,5,0,1,4,3,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1163,90,60.0,12900,4,4,0.0,1198,0,1198,1258,0,1258,2,0,2,0,0,2,120,0,11.59873612138334,0,39,0,3,3,4,3,6,7,0,5,0,0,3,3,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1164,80,70.04995836802665,16157,5,7,0.0,680,289,1360,1432,0,1432,1,1,1,2,1,2,168,180,12.175618592671356,0,29,0,2,3,4,4,5,8,0,2,0,1,5,4,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1165,20,79.0,9541,7,5,268.0,0,1502,1502,1502,0,1502,0,2,0,3,0,2,0,114,12.359527368950229,0,0,1,2,4,4,1,1,1,0,5,1,1,5,4,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1166,20,64.0,10475,8,5,72.0,0,1694,1694,1694,0,1694,0,2,0,3,0,3,160,33,12.41044511731981,0,2,1,2,4,4,3,1,1,0,4,1,1,5,4,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1167,60,58.0,10852,6,5,0.0,786,173,959,959,712,1671,1,2,1,3,1,2,0,38,12.06105265381003,0,6,1,2,3,4,1,6,4,0,5,0,1,5,3,3,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1168,70,120.0,13728,6,7,0.0,626,501,1127,1236,872,2108,0,2,0,4,2,2,0,0,12.367345048436391,1,22,0,3,3,3,1,3,4,0,4,0,1,5,4,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1170,80,76.0,9880,6,6,0.0,522,574,1096,1118,0,1118,1,1,0,3,1,1,203,0,12.049424683420915,0,31,0,3,3,3,3,5,8,4,5,0,1,3,3,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1171,20,76.0,9120,6,6,0.0,662,599,1261,1261,0,1261,1,1,0,3,1,2,0,0,12.001511614739405,0,50,0,3,3,3,1,5,1,0,5,0,1,5,3,3,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1172,160,35.0,4017,7,5,0.0,0,625,625,625,625,1250,0,2,1,2,0,2,0,54,12.05467400868968,1,1,1,2,4,4,1,1,4,0,5,0,1,5,4,0,3,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1173,50,138.0,18030,5,6,0.0,152,977,1598,1636,971,3086,0,3,0,3,1,0,122,0,12.208574513247495,1,13,0,2,3,3,1,3,3,2,5,0,1,3,5,4,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1174,70,80.0,16560,6,8,0.0,503,449,952,1170,1175,2345,0,2,1,4,1,2,0,0,12.384223015005313,1,56,0,2,3,4,1,3,4,0,5,0,1,3,3,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1175,50,85.0,10678,8,5,337.0,700,983,1683,2129,743,2872,0,2,1,4,1,2,0,33,12.560247968016562,1,7,0,3,4,4,1,6,3,0,5,1,1,5,4,3,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1176,20,37.0,6951,5,5,0.0,658,218,876,923,0,923,1,1,0,3,0,1,362,0,11.691080018519527,1,23,0,2,3,3,1,5,1,2,3,0,1,3,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1177,50,70.04995836802665,3950,6,8,0.0,468,350,818,818,406,1224,0,1,0,3,0,1,0,0,11.652696102959753,1,5,0,3,3,3,1,3,3,0,5,0,1,3,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1178,50,54.0,7681,5,6,0.0,0,731,731,820,523,1343,0,1,1,3,1,1,192,0,11.950541482162043,1,59,0,2,3,3,1,1,3,0,2,0,1,5,3,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1179,20,77.0,8335,5,5,0.0,0,0,0,1124,0,1124,0,1,0,3,1,0,0,36,11.440365524765756,0,52,0,3,3,0,0,0,1,0,4,0,1,4,3,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1180,60,70.04995836802665,11170,7,5,0.0,1216,0,1216,1298,1216,2514,0,2,1,4,0,2,0,0,12.429220196836383,1,15,0,1,3,4,1,2,4,4,4,0,1,5,3,0,3,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1181,120,64.0,5587,8,5,186.0,1480,120,1600,1652,0,1652,1,2,0,2,1,2,162,53,12.880294363972055,0,0,1,2,5,5,4,6,1,0,5,1,1,5,4,4,3,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
